Rainfall, Temperature, Ph,Crop, Production
1024.15584,23.47,5.2,Rice,0.80519
1024.16053,23.475,5.2,Rice,0.80535
1024.16145,23.48,5.2,Rice,0.80538
1024.17246,23.485,5.2,Rice,0.80575
1024.18389,23.49,5.2,Rice,0.80613
1024.18471,23.495,5.2,Rice,0.80616
1024.22114,23.5,5.2,Rice,0.80737
1024.23077,23.505,5.2,Rice,0.80769
1024.23077,23.51,5.2,Rice,0.80769
1024.23077,23.515,5.2,Rice,0.80769
1024.25003,23.52,5.2,Rice,0.80833
1024.25393,23.525,5.2,Rice,0.80846
1024.25504,23.53,5.2,Rice,0.8085
1024.28231,23.535,5.2,Rice,0.80941
1024.28571,23.54,5.2,Rice,0.80952
1024.28916,23.545,5.2,Rice,0.80964
1024.31082,23.55,5.2,Rice,0.81036
1024.31105,23.555,5.2,Rice,0.81037
1024.3154,23.56,5.2,Rice,0.81051
1024.31543,23.565,5.2,Rice,0.81051
1024.32343,23.57,5.2,Rice,0.81078
1024.32894,23.575,5.2,Rice,0.81096
1024.33498,23.58,5.2,Rice,0.81117
1024.34932,23.585,5.2,Rice,0.81164
1024.35115,23.59,5.2,Rice,0.81171
1024.35897,23.595,5.2,Rice,0.81197
1024.36069,23.6,5.2,Rice,0.81202
1024.36306,23.605,5.2,Rice,0.8121
1024.36975,23.61,5.2,Rice,0.81232
1024.37241,23.615,5.2,Rice,0.81241
1024.375,23.62,5.2,Rice,0.8125
1024.39133,23.625,5.2,Rice,0.81304
1024.39732,23.63,5.2,Rice,0.81324
1024.40367,23.635,5.2,Rice,0.81346
1024.408,23.64,5.2,Rice,0.8136
1024.41103,23.645,5.2,Rice,0.8137
1024.41253,23.65,5.2,Rice,0.81375
1024.42115,23.655,5.2,Rice,0.81404
1024.42149,23.66,5.2,Rice,0.81405
1024.42823,23.665,5.2,Rice,0.81427
1024.42924,23.67,5.2,Rice,0.81431
1024.43765,23.675,5.2,Rice,0.81459
1024.4426,23.68,5.2,Rice,0.81475
1024.44681,23.685,5.4,Rice,0.81489
1024.45217,23.69,5.4,Rice,0.81507
1024.48,23.695,5.4,Rice,0.816
1024.48349,23.7,5.4,Rice,0.81612
1024.51613,23.705,5.4,Rice,0.8172
1024.53674,23.71,5.4,Rice,0.81789
1024.54023,23.715,5.4,Rice,0.81801
1024.56044,23.72,5.4,Rice,0.81868
1024.5648,23.725,5.4,Rice,0.81883
1024.56685,23.73,5.4,Rice,0.81889
1024.5763,23.735,5.4,Rice,0.81921
1024.57784,23.74,5.4,Rice,0.81926
1024.58158,23.745,5.4,Rice,0.81939
1024.58482,23.75,5.4,Rice,0.81949
1024.58586,23.755,5.4,Rice,0.81953
1024.59048,23.76,5.4,Rice,0.81968
1024.5932,23.765,5.4,Rice,0.81977
1024.6,23.77,5.4,Rice,0.82
1024.61863,23.775,5.4,Rice,0.82062
1024.62,23.78,5.4,Rice,0.82067
1024.62264,23.785,5.4,Rice,0.82075
1024.63687,23.79,5.4,Rice,0.82123
1024.63858,23.795,5.4,Rice,0.82129
1024.64968,23.8,5.4,Rice,0.82166
1024.66595,23.805,5.4,Rice,0.8222
1024.68807,23.81,5.4,Rice,0.82294
1024.6899,23.815,5.4,Rice,0.823
1024.69613,23.82,5.4,Rice,0.8232
1024.70588,23.825,5.4,Rice,0.82353
1024.70588,23.83,5.4,Rice,0.82353
1024.70588,23.835,5.4,Rice,0.82353
1024.70734,23.84,5.4,Rice,0.82358
1024.7187,23.845,5.4,Rice,0.82396
1024.71954,23.85,5.4,Rice,0.82398
1024.72929,23.855,5.4,Rice,0.82431
1024.7351,23.86,5.4,Rice,0.8245
1024.74896,23.865,5.4,Rice,0.82497
1024.7619,23.87,5.4,Rice,0.8254
1024.77134,23.875,5.4,Rice,0.82571
1024.77227,23.88,5.4,Rice,0.82574
1024.77627,23.885,5.4,Rice,0.82588
1024.7805,23.89,5.4,Rice,0.82602
1024.80769,23.895,5.4,Rice,0.82692
1024.80769,23.9,5.4,Rice,0.82692
1024.81481,23.905,5.4,Rice,0.82716
1024.82105,23.91,5.4,Rice,0.82737
1024.86072,23.915,5.4,Rice,0.82869
1024.86966,23.92,5.4,Rice,0.82899
1024.88561,23.925,5.4,Rice,0.82952
1024.89531,23.93,5.4,Rice,0.82984
1024.89546,23.935,5.4,Rice,0.82985
1024.90566,23.94,5.4,Rice,0.83019
1024.91399,23.945,5.4,Rice,0.83047
1024.91893,23.95,5.4,Rice,0.83063
1024.92907,23.955,5.4,Rice,0.83097
1024.93174,23.96,5.4,Rice,0.83106
1024.96458,23.965,5.4,Rice,0.83215
1024.96697,23.97,5.4,Rice,0.83223
1024.98141,23.975,5.4,Rice,0.83271
1024.99221,23.98,5.4,Rice,0.83307
1024.99446,23.985,5.4,Rice,0.83315
1025,23.99,5.4,Rice,0.83333
1025,23.995,5.4,Rice,0.83333
1025,24,5.4,Rice,0.83333
1025,24.005,5.4,Rice,0.83333
1025,24.01,5.4,Rice,0.83333
1025.01046,24.015,5.4,Rice,0.83368
1025.02321,24.02,5.4,Rice,0.83411
1025.06136,24.025,5.4,Rice,0.83538
1025.07591,24.03,5.4,Rice,0.83586
1025.08177,24.035,5.4,Rice,0.83606
1025.09383,24.04,5.4,Rice,0.83646
1025.10812,24.045,5.4,Rice,0.83694
1025.125,24.05,5.4,Rice,0.8375
1025.13834,24.055,5.4,Rice,0.83794
1025.14539,24.06,5.4,Rice,0.83818
1025.16129,24.065,5.4,Rice,0.83871
1025.17052,24.07,5.4,Rice,0.83902
1025.17375,24.075,5.4,Rice,0.83912
1025.17483,24.08,5.4,Rice,0.83916
1025.17951,24.085,5.4,Rice,0.83932
1025.1878,24.09,5.4,Rice,0.83959
1025.21091,24.095,5.4,Rice,0.84036
1025.23259,24.1,5.4,Rice,0.84109
1025.2401,24.105,5.4,Rice,0.84134
1025.24752,24.11,5.4,Rice,0.84158
1025.25029,24.115,5.4,Rice,0.84168
1025.25454,24.12,5.4,Rice,0.84182
1025.29342,24.125,5.4,Rice,0.84311
1025.29605,24.13,5.4,Rice,0.8432
1025.32699,24.135,5.4,Rice,0.84423
1025.3364,24.14,5.4,Rice,0.84455
1025.3372,24.145,5.4,Rice,0.84457
1025.34012,24.15,5.4,Rice,0.84467
1025.35,24.155,5.4,Rice,0.845
1025.35371,24.16,5.4,Rice,0.84512
1025.36067,24.165,5.4,Rice,0.84536
1025.36082,24.17,5.4,Rice,0.84536
1025.365,24.175,5.4,Rice,0.8455
1025.38462,24.18,5.4,Rice,0.84615
1025.39773,24.185,5.4,Rice,0.84659
1025.3995,24.19,5.4,Rice,0.84665
1025.40481,24.195,5.4,Rice,0.84683
1025.40741,24.2,5.4,Rice,0.84691
1025.42373,24.205,5.4,Rice,0.84746
1025.42534,24.21,5.4,Rice,0.84751
1025.42883,24.215,5.4,Rice,0.84763
1025.43275,24.22,5.4,Rice,0.84776
1025.43415,24.225,5.4,Rice,0.8478
1025.43437,24.23,5.4,Rice,0.84781
1025.46205,24.235,5.4,Rice,0.84873
1025.475,24.24,5.4,Rice,0.84917
1025.47686,24.245,5.4,Rice,0.84923
1025.47835,24.25,5.4,Rice,0.84928
1025.50936,24.255,5.4,Rice,0.85031
1025.51727,24.26,5.4,Rice,0.85058
1025.55556,24.265,5.4,Rice,0.85185
1025.55696,24.27,5.4,Rice,0.8519
1025.55755,24.275,5.4,Rice,0.85192
1025.56816,24.28,5.4,Rice,0.85227
1025.57007,24.285,5.4,Rice,0.85234
1025.57143,24.29,5.4,Rice,0.85238
1025.57243,24.295,5.4,Rice,0.85241
1025.58824,24.3,5.4,Rice,0.85294
1025.58824,24.305,5.4,Rice,0.85294
1025.59116,24.31,5.4,Rice,0.85304
1025.59576,24.315,5.4,Rice,0.85319
1025.59633,24.32,5.4,Rice,0.85321
1025.59938,24.325,5.4,Rice,0.85331
1025.6,24.33,5.4,Rice,0.85333
1025.6171,24.335,5.4,Rice,0.8539
1025.61976,24.34,5.4,Rice,0.85399
1025.62674,24.345,5.4,Rice,0.85422
1025.63977,24.35,5.4,Rice,0.85466
1025.63999,24.355,5.4,Rice,0.85467
1025.64537,24.36,5.4,Rice,0.85485
1025.65475,24.365,5.4,Rice,0.85516
1025.66667,24.37,5.4,Rice,0.85556
1025.67201,24.375,5.4,Rice,0.85573
1025.67544,24.38,5.4,Rice,0.85585
1025.67998,24.385,5.4,Rice,0.856
1025.69218,24.39,5.4,Rice,0.85641
1025.708,24.395,5.4,Rice,0.85693
1025.71429,24.4,5.4,Rice,0.85714
1025.71429,24.405,5.4,Rice,0.85714
1025.71429,24.41,5.4,Rice,0.85714
1025.71429,24.415,5.4,Rice,0.85714
1025.71429,24.42,5.4,Rice,0.85714
1025.71429,24.425,5.4,Rice,0.85714
1025.71429,24.43,5.4,Rice,0.85714
1025.72,24.435,5.4,Rice,0.85733
1025.72606,24.44,5.4,Rice,0.85754
1025.72639,24.445,5.4,Rice,0.85755
1025.73987,24.45,5.4,Rice,0.858
1025.74248,24.455,5.4,Rice,0.85808
1025.75155,24.46,5.4,Rice,0.85839
1025.75908,24.465,5.4,Rice,0.85864
1025.75916,24.47,5.4,Rice,0.85864
1025.76,24.475,5.4,Rice,0.85867
1025.76087,24.48,5.4,Rice,0.8587
1025.76197,24.485,5.4,Rice,0.85873
1025.76412,24.49,5.4,Rice,0.8588
1025.78631,24.495,5.4,Rice,0.85954
1025.7891,24.5,5.4,Rice,0.85964
1025.79173,24.505,5.4,Rice,0.85972
1025.79782,24.51,5.4,Rice,0.85993
1025.80336,24.515,5.4,Rice,0.86011
1025.80946,24.52,5.4,Rice,0.86032
1025.80979,24.525,5.4,Rice,0.86033
1025.83133,24.53,5.4,Rice,0.86104
1025.83333,24.535,5.4,Rice,0.86111
1025.85181,24.54,5.4,Rice,0.86173
1025.86207,24.545,5.4,Rice,0.86207
1025.86777,24.55,5.4,Rice,0.86226
1025.88404,24.555,5.4,Rice,0.8628
1025.89271,24.56,5.4,Rice,0.86309
1025.90001,24.565,5.4,Rice,0.86333
1025.90493,24.57,5.4,Rice,0.8635
1025.90818,24.575,5.4,Rice,0.86361
1025.90909,24.58,5.4,Rice,0.86364
1025.92233,24.585,5.4,Rice,0.86408
1025.92732,24.59,5.4,Rice,0.86424
1025.93112,24.595,5.4,Rice,0.86437
1025.93926,24.6,5.4,Rice,0.86464
1025.94062,24.605,5.4,Rice,0.86469
1025.95322,24.61,5.4,Rice,0.86511
1025.96593,24.615,5.4,Rice,0.86553
1025.96865,24.62,5.4,Rice,0.86562
1025.97961,24.625,5.4,Rice,0.86599
1025.99308,24.63,5.4,Rice,0.86644
1026,24.635,5.4,Rice,0.86667
1026,24.64,5.4,Rice,0.86667
1026.00071,24.645,5.4,Rice,0.86669
1026.00416,24.65,5.4,Rice,0.86681
1026.01248,24.655,5.4,Rice,0.86708
1026.02601,24.66,5.4,Rice,0.86753
1026.03708,24.665,5.4,Rice,0.8679
1026.03774,24.67,5.4,Rice,0.86792
1026.04814,24.675,5.4,Rice,0.86827
1026.05757,24.68,5.4,Rice,0.86859
1026.05946,24.685,5.4,Rice,0.86865
1026.06243,24.69,5.4,Rice,0.86875
1026.07477,24.695,5.4,Rice,0.86916
1026.08696,24.7,5.4,Rice,0.86957
1026.08939,24.705,5.4,Rice,0.86965
1026.12069,24.71,5.4,Rice,0.87069
1026.13971,24.715,5.4,Rice,0.87132
1026.14614,24.72,5.4,Rice,0.87154
1026.16029,24.725,5.4,Rice,0.87201
1026.16852,24.73,5.4,Rice,0.87228
1026.17722,24.735,5.4,Rice,0.87257
1026.18182,24.74,5.4,Rice,0.87273
1026.18412,24.745,5.4,Rice,0.8728
1026.18421,24.75,5.4,Rice,0.87281
1026.19835,24.755,5.4,Rice,0.87328
1026.20491,24.76,5.4,Rice,0.8735
1026.20982,24.765,5.4,Rice,0.87366
1026.21061,24.77,5.4,Rice,0.87369
1026.21904,24.775,5.4,Rice,0.87397
1026.22047,24.78,5.4,Rice,0.87402
1026.25,24.785,5.4,Rice,0.875
1026.25,24.79,5.4,Rice,0.875
1026.25,24.795,5.4,Rice,0.875
1026.25199,24.8,5.4,Rice,0.87507
1026.25606,24.805,5.4,Rice,0.8752
1026.27072,24.81,5.4,Rice,0.87569
1026.27668,24.815,5.4,Rice,0.87589
1026.27797,24.82,5.4,Rice,0.87593
1026.28715,24.825,5.4,Rice,0.87624
1026.28954,24.83,5.4,Rice,0.87632
1026.32949,24.835,5.4,Rice,0.87765
1026.33333,24.84,5.4,Rice,0.87778
1026.36095,24.845,5.4,Rice,0.8787
1026.36195,24.85,5.4,Rice,0.87873
1026.37037,24.855,5.4,Rice,0.87901
1026.37369,24.86,5.4,Rice,0.87912
1026.3787,24.865,5.4,Rice,0.87929
1026.37931,24.87,5.4,Rice,0.87931
1026.37931,24.875,5.4,Rice,0.87931
1026.4,24.88,5.4,Rice,0.88
1026.40982,24.885,5.4,Rice,0.88033
1026.4208,24.89,5.4,Rice,0.88069
1026.42356,24.895,5.4,Rice,0.88079
1026.42402,24.9,5.4,Rice,0.8808
1026.42792,24.905,5.4,Rice,0.88093
1026.43137,24.91,5.4,Rice,0.88105
1026.44022,24.915,5.4,Rice,0.88134
1026.44068,24.92,5.4,Rice,0.88136
1026.4434,24.925,5.4,Rice,0.88145
1026.46204,24.93,5.4,Rice,0.88207
1026.46996,24.935,5.4,Rice,0.88233
1026.47059,24.94,5.4,Rice,0.88235
1026.4734,24.945,5.4,Rice,0.88245
1026.47936,24.95,5.4,Rice,0.88265
1026.48412,24.955,5.4,Rice,0.8828
1026.48451,24.96,5.4,Rice,0.88282
1026.49803,24.965,5.4,Rice,0.88327
1026.50271,24.97,5.4,Rice,0.88342
1026.5036,24.975,5.4,Rice,0.88345
1026.50485,24.98,5.4,Rice,0.8835
1026.50506,24.985,5.4,Rice,0.8835
1026.50685,24.99,5.4,Rice,0.88356
1026.51163,24.995,5.4,Rice,0.88372
1026.51281,25,5.4,Rice,0.88376
1026.51332,25.005,5.4,Rice,0.88378
1026.51685,25.01,5.4,Rice,0.8839
1026.52011,25.015,5.4,Rice,0.884
1026.52632,25.02,5.4,Rice,0.88421
1026.53273,25.025,5.4,Rice,0.88442
1026.53765,25.03,5.4,Rice,0.88459
1026.53859,25.035,5.4,Rice,0.88462
1026.53877,25.04,5.4,Rice,0.88463
1026.54119,25.045,5.4,Rice,0.88471
1026.552,25.05,5.4,Rice,0.88507
1026.5543,25.055,5.4,Rice,0.88514
1026.55738,25.06,5.4,Rice,0.88525
1026.56371,25.065,5.4,Rice,0.88546
1026.56418,25.07,5.4,Rice,0.88547
1026.56645,25.075,5.4,Rice,0.88555
1026.57493,25.08,5.4,Rice,0.88583
1026.5804,25.085,5.4,Rice,0.88601
1026.6129,25.09,5.4,Rice,0.8871
1026.61363,25.095,5.4,Rice,0.88712
1026.62001,25.1,5.4,Rice,0.88733
1026.625,25.105,5.4,Rice,0.8875
1026.63941,25.11,5.4,Rice,0.88798
1026.64847,25.115,5.4,Rice,0.88828
1026.64994,25.12,5.4,Rice,0.88833
1026.65086,25.125,5.4,Rice,0.88836
1026.65777,25.13,5.4,Rice,0.88859
1026.66667,25.135,5.4,Rice,0.88889
1026.66667,25.14,5.4,Rice,0.88889
1026.66667,25.145,5.4,Rice,0.88889
1026.66667,25.15,5.4,Rice,0.88889
1026.67714,25.155,5.4,Rice,0.88924
1026.68232,25.16,5.4,Rice,0.88941
1026.69599,25.165,5.4,Rice,0.88987
1026.69843,25.17,5.4,Rice,0.88995
1026.71166,25.175,5.4,Rice,0.89039
1026.72083,25.18,5.4,Rice,0.89069
1026.7309,25.185,5.4,Rice,0.89103
1026.73267,25.19,5.4,Rice,0.89109
1026.73778,25.195,5.4,Rice,0.89126
1026.73913,25.2,5.4,Rice,0.8913
1026.74699,25.205,5.4,Rice,0.89157
1026.74778,25.21,5.4,Rice,0.89159
1026.75676,25.215,5.4,Rice,0.89189
1026.75676,25.22,5.4,Rice,0.89189
1026.76004,25.225,5.4,Rice,0.892
1026.76188,25.23,5.4,Rice,0.89206
1026.77229,25.235,5.4,Rice,0.89241
1026.8006,25.24,5.4,Rice,0.89335
1026.80536,25.245,5.4,Rice,0.89351
1026.8067,25.25,5.4,Rice,0.89356
1026.8077,25.255,5.4,Rice,0.89359
1026.81564,25.26,5.4,Rice,0.89385
1026.8195,25.265,5.4,Rice,0.89398
1026.82281,25.27,5.4,Rice,0.89409
1026.82573,25.275,5.4,Rice,0.89419
1026.82927,25.28,5.4,Rice,0.89431
1026.83516,25.285,5.4,Rice,0.89451
1026.83547,25.29,5.4,Rice,0.89452
1026.84629,25.295,5.4,Rice,0.89488
1026.85494,25.3,5.4,Rice,0.89516
1026.87683,25.305,5.4,Rice,0.89589
1026.87827,25.31,5.4,Rice,0.89594
1026.89655,25.315,5.4,Rice,0.89655
1026.90782,25.32,5.4,Rice,0.89693
1026.91029,25.325,5.4,Rice,0.89701
1026.92085,25.33,5.4,Rice,0.89736
1026.92341,25.335,5.4,Rice,0.89745
1026.94346,25.34,5.4,Rice,0.89812
1026.95331,25.345,5.4,Rice,0.89844
1026.96396,25.35,5.4,Rice,0.8988
1026.9749,25.355,5.4,Rice,0.89916
1026.98956,25.36,5.4,Rice,0.89965
1027,25.365,5.4,Rice,0.9
1027,25.37,5.4,Rice,0.9
1027,25.375,5.4,Rice,0.9
1027,25.38,5.4,Rice,0.9
1027,25.385,5.4,Rice,0.9
1027,25.39,5.4,Rice,0.9
1027,25.395,5.4,Rice,0.9
1027,25.4,5.4,Rice,0.9
1027,25.405,5.4,Rice,0.9
1027.00177,25.41,5.4,Rice,0.90006
1027.00683,25.415,5.4,Rice,0.90023
1027.017,25.42,5.4,Rice,0.90057
1027.0197,25.425,5.4,Rice,0.90066
1027.02335,25.43,5.4,Rice,0.90078
1027.03657,25.435,5.4,Rice,0.90122
1027.0371,25.44,5.4,Rice,0.90124
1027.03947,25.445,5.4,Rice,0.90132
1027.04365,25.45,5.4,Rice,0.90145
1027.06667,25.455,5.4,Rice,0.90222
1027.07077,25.46,5.4,Rice,0.90236
1027.07469,25.465,5.4,Rice,0.90249
1027.09466,25.47,5.4,Rice,0.90316
1027.12,25.475,5.4,Rice,0.904
1027.13284,25.48,5.4,Rice,0.90443
1027.14286,25.485,5.4,Rice,0.90476
1027.15995,25.49,5.4,Rice,0.90533
1027.1749,25.495,5.4,Rice,0.90583
1027.18596,25.5,5.4,Rice,0.9062
1027.1897,25.505,5.4,Rice,0.90632
1027.19124,25.51,5.4,Rice,0.90637
1027.19997,25.515,5.4,Rice,0.90667
1027.2,25.52,5.4,Rice,0.90667
1027.21862,25.525,5.4,Rice,0.90729
1027.24375,25.53,5.4,Rice,0.90813
1027.24472,25.535,5.4,Rice,0.90816
1027.25714,25.54,5.4,Rice,0.90857
1027.26175,25.545,5.4,Rice,0.90873
1027.26307,25.55,5.4,Rice,0.90877
1027.27273,25.555,5.4,Rice,0.90909
1027.27273,25.56,5.4,Rice,0.90909
1027.29381,25.565,5.4,Rice,0.90979
1027.29835,25.57,5.4,Rice,0.90994
1027.30769,25.575,5.4,Rice,0.91026
1027.32175,25.58,5.4,Rice,0.91072
1027.32673,25.585,5.4,Rice,0.91089
1027.35402,25.59,5.4,Rice,0.9118
1027.3786,25.595,5.4,Rice,0.91262
1027.37885,25.6,5.4,Rice,0.91263
1027.38387,25.605,5.4,Rice,0.9128
1027.38762,25.61,5.4,Rice,0.91292
1027.3913,25.615,5.4,Rice,0.91304
1027.404,25.62,5.4,Rice,0.91347
1027.45763,25.625,5.4,Rice,0.91525
1027.47747,25.63,5.4,Rice,0.91592
1027.49358,25.635,5.4,Rice,0.91645
1027.49506,25.64,5.4,Rice,0.9165
1027.5,25.645,5.4,Rice,0.91667
1027.5,25.65,5.4,Rice,0.91667
1027.55575,25.655,5.4,Rice,0.91853
1027.5569,25.66,5.4,Rice,0.91856
1027.56883,25.665,5.4,Rice,0.91896
1027.58,25.67,5.4,Rice,0.91933
1027.5836,25.675,5.4,Rice,0.91945
1027.5842,25.68,5.4,Rice,0.91947
1027.58575,25.685,5.4,Rice,0.91952
1027.59574,25.69,5.4,Rice,0.91986
1027.60061,25.695,5.4,Rice,0.92002
1027.63212,25.7,5.4,Rice,0.92107
1027.63757,25.705,5.4,Rice,0.92125
1027.65625,25.71,5.4,Rice,0.92188
1027.65786,25.715,5.4,Rice,0.92193
1027.6659,25.72,5.4,Rice,0.9222
1027.67201,25.725,5.4,Rice,0.9224
1027.67644,25.73,5.4,Rice,0.92255
1027.67898,25.735,5.4,Rice,0.92263
1027.68212,25.74,5.4,Rice,0.92274
1027.6873,25.745,5.4,Rice,0.92291
1027.68846,25.75,5.4,Rice,0.92295
1027.69231,25.755,5.4,Rice,0.92308
1027.69231,25.76,5.4,Rice,0.92308
1027.69231,25.765,5.4,Rice,0.92308
1027.69231,25.77,5.4,Rice,0.92308
1027.69231,25.775,5.4,Rice,0.92308
1027.69231,25.78,5.4,Rice,0.92308
1027.69919,25.785,5.4,Rice,0.92331
1027.70422,25.79,5.4,Rice,0.92347
1027.71897,25.795,5.4,Rice,0.92397
1027.7192,25.8,5.4,Rice,0.92397
1027.72144,25.805,5.4,Rice,0.92405
1027.72428,25.81,5.4,Rice,0.92414
1027.73585,25.815,5.4,Rice,0.92453
1027.74,25.82,5.4,Rice,0.92467
1027.7747,25.825,5.4,Rice,0.92582
1027.77778,25.83,5.4,Rice,0.92593
1027.81377,25.835,5.4,Rice,0.92713
1027.8201,25.84,5.4,Rice,0.92734
1027.84057,25.845,5.4,Rice,0.92802
1027.84431,25.85,5.4,Rice,0.92814
1027.85714,25.855,5.4,Rice,0.92857
1027.86381,25.86,5.4,Rice,0.92879
1027.8651,25.865,5.4,Rice,0.92884
1027.88058,25.87,5.4,Rice,0.92935
1027.88273,25.875,5.4,Rice,0.92942
1027.88732,25.88,5.4,Rice,0.92958
1027.89219,25.885,5.4,Rice,0.92974
1027.89317,25.89,5.4,Rice,0.92977
1027.90523,25.895,5.4,Rice,0.93017
1027.90583,25.9,5.4,Rice,0.93019
1027.90698,25.905,5.4,Rice,0.93023
1027.92702,25.91,5.4,Rice,0.9309
1027.92748,25.915,5.4,Rice,0.93092
1027.93704,25.92,5.4,Rice,0.93123
1027.94237,25.925,5.4,Rice,0.93141
1027.94521,25.93,5.4,Rice,0.93151
1027.96389,25.935,5.4,Rice,0.93213
1027.985,25.94,5.4,Rice,0.93283
1027.9906,25.945,5.4,Rice,0.93302
1028,25.95,5.4,Rice,0.93333
1028,25.955,5.4,Rice,0.93333
1028,25.96,5.4,Rice,0.93333
1028.0113,25.965,5.4,Rice,0.93371
1028.02889,25.97,5.4,Rice,0.9343
1028.03028,25.975,5.4,Rice,0.93434
1028.03279,25.98,5.4,Rice,0.93443
1028.04,25.985,5.4,Rice,0.93467
1028.04348,25.99,5.4,Rice,0.93478
1028.04348,25.995,5.4,Rice,0.93478
1028.05375,26,5.4,Rice,0.93513
1028.05556,26.005,5.4,Rice,0.93519
1028.06452,26.01,5.4,Rice,0.93548
1028.06452,26.015,5.4,Rice,0.93548
1028.08286,26.02,5.4,Rice,0.9361
1028.08917,26.025,5.4,Rice,0.93631
1028.09521,26.03,5.4,Rice,0.93651
1028.10193,26.035,5.4,Rice,0.93673
1028.10221,26.04,5.4,Rice,0.93674
1028.10606,26.045,5.4,Rice,0.93687
1028.10668,26.05,5.4,Rice,0.93689
1028.10968,26.055,5.4,Rice,0.93699
1028.11121,26.06,5.4,Rice,0.93704
1028.14029,26.065,5.4,Rice,0.93801
1028.15177,26.07,5.4,Rice,0.93839
1028.15211,26.075,5.4,Rice,0.9384
1028.15288,26.08,5.4,Rice,0.93843
1028.16079,26.085,5.4,Rice,0.93869
1028.16742,26.09,5.4,Rice,0.93891
1028.17073,26.095,5.4,Rice,0.93902
1028.18098,26.1,5.4,Rice,0.93937
1028.18165,26.105,5.4,Rice,0.93939
1028.18182,26.11,5.4,Rice,0.93939
1028.18271,26.115,5.6,Rice,0.93942
1028.18814,26.12,5.6,Rice,0.9396
1028.18815,26.125,5.6,Rice,0.93961
1028.19167,26.13,5.6,Rice,0.93972
1028.19427,26.135,5.6,Rice,0.93981
1028.20001,26.14,5.6,Rice,0.94
1028.2091,26.145,5.6,Rice,0.9403
1028.20983,26.15,5.6,Rice,0.94033
1028.21122,26.155,5.6,Rice,0.94037
1028.21845,26.16,5.6,Rice,0.94062
1028.2201,26.165,5.6,Rice,0.94067
1028.23529,26.17,5.6,Rice,0.94118
1028.23949,26.175,5.6,Rice,0.94132
1028.23986,26.18,5.6,Rice,0.94133
1028.24109,26.185,5.6,Rice,0.94137
1028.25243,26.19,5.6,Rice,0.94175
1028.25906,26.195,5.6,Rice,0.94197
1028.26552,26.2,5.6,Rice,0.94218
1028.26666,26.205,5.6,Rice,0.94222
1028.28379,26.21,5.6,Rice,0.94279
1028.28571,26.215,5.6,Rice,0.94286
1028.29162,26.22,5.6,Rice,0.94305
1028.3,26.225,5.6,Rice,0.94333
1028.30056,26.23,5.6,Rice,0.94335
1028.30986,26.235,5.6,Rice,0.94366
1028.31601,26.24,5.6,Rice,0.94387
1028.31715,26.245,5.6,Rice,0.94391
1028.32406,26.25,5.6,Rice,0.94414
1028.32725,26.255,5.6,Rice,0.94424
1028.33333,26.26,5.6,Rice,0.94444
1028.33333,26.265,5.6,Rice,0.94444
1028.33333,26.27,5.6,Rice,0.94444
1028.3422,26.275,5.6,Rice,0.94474
1028.34646,26.28,5.6,Rice,0.94488
1028.35348,26.285,5.6,Rice,0.94512
1028.35828,26.29,5.6,Rice,0.94528
1028.36364,26.295,5.6,Rice,0.94545
1028.36654,26.3,5.6,Rice,0.94555
1028.37343,26.305,5.6,Rice,0.94578
1028.39126,26.31,5.6,Rice,0.94638
1028.4,26.315,5.6,Rice,0.94667
1028.41166,26.32,5.6,Rice,0.94706
1028.41372,26.325,5.6,Rice,0.94712
1028.42756,26.33,5.6,Rice,0.94759
1028.43818,26.335,5.6,Rice,0.94794
1028.47161,26.34,5.6,Rice,0.94905
1028.47207,26.345,5.6,Rice,0.94907
1028.4754,26.35,5.6,Rice,0.94918
1028.48101,26.355,5.6,Rice,0.94937
1028.48696,26.36,5.6,Rice,0.94957
1028.49006,26.365,5.6,Rice,0.94967
1028.49345,26.37,5.6,Rice,0.94978
1028.5064,26.375,5.6,Rice,0.95021
1028.52941,26.38,5.6,Rice,0.95098
1028.53606,26.385,5.6,Rice,0.9512
1028.56164,26.39,5.6,Rice,0.95205
1028.57143,26.395,5.6,Rice,0.95238
1028.57143,26.4,5.6,Rice,0.95238
1028.58474,26.405,5.6,Rice,0.95282
1028.58887,26.41,5.6,Rice,0.95296
1028.59375,26.415,5.6,Rice,0.95313
1028.59943,26.42,5.6,Rice,0.95331
1028.60062,26.425,5.6,Rice,0.95335
1028.60314,26.43,5.6,Rice,0.95344
1028.60887,26.435,5.6,Rice,0.95363
1028.625,26.44,5.6,Rice,0.95417
1028.62503,26.445,5.6,Rice,0.95417
1028.63697,26.45,5.6,Rice,0.95457
1028.65057,26.455,5.6,Rice,0.95502
1028.66071,26.46,5.6,Rice,0.95536
1028.67581,26.465,5.6,Rice,0.95586
1028.67749,26.47,5.6,Rice,0.95592
1028.68651,26.475,5.6,Rice,0.95622
1028.69565,26.48,5.6,Rice,0.95652
1028.69565,26.485,5.6,Rice,0.95652
1028.69565,26.49,5.6,Rice,0.95652
1028.69565,26.495,5.6,Rice,0.95652
1028.7006,26.5,5.6,Rice,0.95669
1028.70968,26.505,5.6,Rice,0.95699
1028.7197,26.51,5.6,Rice,0.95732
1028.72642,26.515,5.6,Rice,0.95755
1028.72709,26.52,5.6,Rice,0.95757
1028.731,26.525,5.6,Rice,0.9577
